ticker,date,alpha_score,comp_rsi,comp_macd,comp_bb,comp_momentum,comp_volatility,comp_volume
AAPL,2024-08-27,53.5,42.0,80.0,38.0,60.0,65.0,35.0
AAPL,2024-08-28,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AAPL,2024-08-29,54.4,42.0,80.0,38.0,60.0,65.0,54.0
AAPL,2024-08-30,54.4,42.0,80.0,38.0,60.0,65.0,54.0
AAPL,2024-09-03,60.2,52.0,80.0,52.0,60.0,65.0,54.0
AAPL,2024-09-04,48.2,52.0,20.0,52.0,60.0,65.0,54.0
AAPL,2024-09-05,47.8,52.0,20.0,52.0,60.0,65.0,46.0
AAPL,2024-09-06,51.4,52.0,20.0,68.0,60.0,65.0,54.0
AAPL,2024-09-09,50.8,52.0,20.0,68.0,53.0,65.0,62.0
AAPL,2024-09-10,52.8,52.0,20.0,80.0,53.0,65.0,54.0
AAPL,2024-09-11,47.2,52.0,20.0,52.0,53.0,65.0,54.0
AAPL,2024-09-12,46.8,52.0,20.0,52.0,53.0,65.0,46.0
AAPL,2024-09-13,46.8,52.0,20.0,52.0,47.0,75.0,46.0
AAPL,2024-09-16,57.3,68.0,20.0,90.0,38.0,65.0,54.0
AAPL,2024-09-17,55.3,68.0,20.0,80.0,38.0,65.0,54.0
AAPL,2024-09-18,46.2,52.0,20.0,52.0,47.0,65.0,54.0
AAPL,2024-09-19,41.4,42.0,20.0,38.0,53.0,65.0,54.0
AAPL,2024-09-20,54.7,42.0,80.0,38.0,53.0,65.0,80.0
AAPL,2024-09-23,54.8,42.0,80.0,52.0,47.0,65.0,46.0
AAPL,2024-09-24,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AAPL,2024-09-25,54.3,42.0,80.0,52.0,47.0,65.0,35.0
AAPL,2024-09-26,52.4,42.0,80.0,38.0,53.0,65.0,35.0
AAPL,2024-09-27,51.5,42.0,80.0,38.0,47.0,65.0,35.0
AAPL,2024-09-30,57.3,42.0,80.0,60.0,53.0,65.0,46.0
AAPL,2024-10-01,59.2,52.0,80.0,52.0,53.0,65.0,54.0
AAPL,2024-10-02,58.2,52.0,80.0,52.0,53.0,65.0,35.0
AAPL,2024-10-03,58.2,52.0,80.0,52.0,53.0,65.0,35.0
AAPL,2024-10-04,58.2,52.0,80.0,52.0,53.0,65.0,35.0
AAPL,2024-10-07,46.2,52.0,20.0,52.0,53.0,65.0,35.0
AAPL,2024-10-08,45.2,52.0,20.0,52.0,53.0,55.0,35.0
AAPL,2024-10-09,40.5,42.0,20.0,38.0,60.0,55.0,35.0
AAPL,2024-10-10,51.4,42.0,80.0,38.0,53.0,55.0,35.0
AAPL,2024-10-11,57.2,52.0,80.0,52.0,53.0,55.0,35.0
AAPL,2024-10-14,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AAPL,2024-10-15,58.8,42.0,80.0,60.0,60.0,65.0,54.0
AAPL,2024-10-16,53.5,42.0,80.0,38.0,60.0,65.0,35.0
AAPL,2024-10-17,52.4,42.0,80.0,38.0,53.0,65.0,35.0
AAPL,2024-10-18,50.8,42.0,80.0,25.0,53.0,65.0,54.0
AAPL,2024-10-21,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AAPL,2024-10-22,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AAPL,2024-10-23,59.2,52.0,80.0,52.0,53.0,65.0,54.0
AAPL,2024-10-24,58.8,52.0,80.0,52.0,53.0,65.0,46.0
AAPL,2024-10-25,46.8,52.0,20.0,52.0,53.0,65.0,46.0
AAPL,2024-10-28,41.0,42.0,20.0,38.0,53.0,65.0,46.0
AAPL,2024-10-29,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AAPL,2024-10-30,47.2,52.0,20.0,52.0,53.0,65.0,54.0
AAPL,2024-10-31,50.8,52.0,20.0,68.0,53.0,65.0,62.0
AAPL,2024-11-01,57.0,68.0,20.0,80.0,47.0,65.0,62.0
AAPL,2024-11-04,59.5,68.0,20.0,90.0,53.0,65.0,54.0
AAPL,2024-11-05,50.9,52.0,20.0,80.0,47.0,65.0,35.0
AAPL,2024-11-06,51.9,52.0,20.0,80.0,47.0,65.0,54.0
AAPL,2024-11-07,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AAPL,2024-11-08,45.8,52.0,20.0,52.0,47.0,65.0,46.0
AAPL,2024-11-11,49.0,52.0,20.0,68.0,47.0,65.0,46.0
AAPL,2024-11-12,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AAPL,2024-11-13,46.2,52.0,20.0,52.0,47.0,65.0,54.0
AAPL,2024-11-14,46.2,52.0,20.0,52.0,47.0,65.0,54.0
AAPL,2024-11-15,44.9,52.0,20.0,52.0,38.0,65.0,54.0
AAPL,2024-11-18,44.9,52.0,20.0,52.0,38.0,65.0,54.0
AAPL,2024-11-19,56.5,52.0,80.0,52.0,38.0,65.0,46.0
AAPL,2024-11-20,57.8,52.0,80.0,52.0,47.0,65.0,46.0
AAPL,2024-11-21,57.8,52.0,80.0,52.0,47.0,65.0,46.0
AAPL,2024-11-22,52.0,42.0,80.0,38.0,47.0,65.0,46.0
AAPL,2024-11-25,50.2,42.0,80.0,25.0,47.0,65.0,62.0
AAPL,2024-11-26,57.3,42.0,80.0,60.0,53.0,65.0,46.0
AAPL,2024-11-27,57.3,42.0,80.0,60.0,53.0,65.0,46.0
AAPL,2024-11-29,54.9,32.0,80.0,60.0,60.0,65.0,35.0
AAPL,2024-12-02,56.8,32.0,80.0,60.0,60.0,75.0,54.0
AAPL,2024-12-03,52.2,18.0,80.0,60.0,60.0,75.0,46.0
AAPL,2024-12-04,52.6,18.0,80.0,60.0,60.0,75.0,54.0
AAPL,2024-12-05,45.2,18.0,80.0,25.0,60.0,75.0,46.0
AAPL,2024-12-06,45.2,18.0,80.0,25.0,60.0,75.0,46.0
AAPL,2024-12-09,45.6,18.0,80.0,25.0,60.0,75.0,54.0
AAPL,2024-12-10,47.0,18.0,80.0,25.0,72.0,75.0,46.0
AAPL,2024-12-11,48.2,18.0,80.0,38.0,60.0,75.0,54.0
AAPL,2024-12-12,47.0,18.0,80.0,25.0,72.0,75.0,46.0
AAPL,2024-12-13,47.8,18.0,80.0,38.0,60.0,75.0,46.0
AAPL,2024-12-16,47.4,18.0,80.0,25.0,72.0,75.0,54.0
AAPL,2024-12-17,47.4,18.0,80.0,25.0,72.0,75.0,54.0
AAPL,2024-12-18,55.4,42.0,80.0,38.0,60.0,75.0,54.0
AAPL,2024-12-19,52.4,32.0,80.0,38.0,60.0,75.0,54.0
AAPL,2024-12-20,48.2,18.0,80.0,25.0,72.0,75.0,70.0
AAPL,2024-12-23,47.0,18.0,80.0,25.0,72.0,75.0,46.0
AAPL,2024-12-24,46.4,18.0,80.0,25.0,72.0,75.0,35.0
AAPL,2024-12-26,46.4,18.0,80.0,25.0,72.0,75.0,35.0
AAPL,2024-12-27,51.0,32.0,80.0,38.0,60.0,65.0,46.0
AAPL,2024-12-30,44.8,42.0,20.0,52.0,60.0,65.0,46.0
AAPL,2024-12-31,44.8,42.0,20.0,52.0,60.0,65.0,46.0
AAPL,2025-01-02,50.4,52.0,20.0,68.0,53.0,65.0,54.0
AAPL,2025-01-03,50.0,52.0,20.0,68.0,53.0,65.0,46.0
AAPL,2025-01-06,50.0,52.0,20.0,68.0,53.0,65.0,46.0
AAPL,2025-01-07,51.4,52.0,20.0,80.0,47.0,65.0,46.0
AAPL,2025-01-08,49.0,52.0,20.0,68.0,47.0,65.0,46.0
AAPL,2025-01-10,57.3,68.0,20.0,90.0,38.0,65.0,54.0
AAPL,2025-01-13,57.3,68.0,20.0,90.0,38.0,65.0,54.0
AAPL,2025-01-14,54.9,68.0,20.0,80.0,38.0,65.0,46.0
AAPL,2025-01-15,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AAPL,2025-01-16,57.3,68.0,20.0,90.0,38.0,65.0,54.0
AAPL,2025-01-17,55.3,68.0,20.0,80.0,38.0,65.0,54.0
AAPL,2025-01-21,57.4,82.0,20.0,80.0,28.0,55.0,62.0
AAPL,2025-01-22,52.8,68.0,20.0,80.0,28.0,55.0,54.0
AAPL,2025-01-23,53.8,68.0,20.0,80.0,28.0,65.0,54.0
AAPL,2025-01-24,51.4,68.0,20.0,68.0,28.0,65.0,54.0
AAPL,2025-01-27,42.8,52.0,20.0,52.0,28.0,55.0,62.0
AAPL,2025-01-28,43.9,52.0,20.0,52.0,38.0,55.0,54.0
AAPL,2025-01-29,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AAPL,2025-01-30,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AAPL,2025-01-31,56.3,52.0,80.0,52.0,38.0,55.0,62.0
AAPL,2025-02-03,55.9,52.0,80.0,52.0,38.0,55.0,54.0
AAPL,2025-02-04,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AAPL,2025-02-05,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-02-06,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-02-07,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-02-10,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-02-11,56.8,52.0,80.0,52.0,47.0,55.0,46.0
AAPL,2025-02-12,55.0,52.0,80.0,38.0,53.0,55.0,46.0
AAPL,2025-02-13,49.3,42.0,80.0,25.0,53.0,55.0,46.0
AAPL,2025-02-14,49.9,42.0,80.0,25.0,60.0,55.0,35.0
AAPL,2025-02-18,50.4,42.0,80.0,25.0,60.0,55.0,46.0
AAPL,2025-02-19,51.6,42.0,80.0,25.0,72.0,55.0,35.0
AAPL,2025-02-20,49.9,42.0,80.0,25.0,60.0,55.0,35.0
AAPL,2025-02-21,53.4,42.0,80.0,38.0,60.0,55.0,54.0
AAPL,2025-02-24,52.2,42.0,80.0,25.0,72.0,55.0,46.0
AAPL,2025-02-25,53.0,42.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-02-26,58.8,52.0,80.0,52.0,53.0,65.0,46.0
AAPL,2025-02-27,57.8,52.0,80.0,52.0,47.0,65.0,46.0
AAPL,2025-02-28,58.2,52.0,80.0,52.0,53.0,55.0,54.0
AAPL,2025-03-03,46.2,52.0,20.0,52.0,53.0,55.0,54.0
AAPL,2025-03-04,48.2,52.0,20.0,52.0,60.0,65.0,54.0
AAPL,2025-03-05,47.2,52.0,20.0,52.0,53.0,65.0,54.0
AAPL,2025-03-06,47.2,52.0,20.0,52.0,53.0,65.0,54.0
AAPL,2025-03-07,47.2,52.0,20.0,52.0,53.0,65.0,54.0
AAPL,2025-03-10,58.9,68.0,20.0,90.0,53.0,55.0,62.0
AAPL,2025-03-11,58.0,68.0,20.0,90.0,47.0,55.0,62.0
AAPL,2025-03-12,56.3,68.0,20.0,90.0,38.0,55.0,54.0
AAPL,2025-03-13,59.0,82.0,20.0,90.0,28.0,55.0,54.0
AAPL,2025-03-14,52.8,68.0,20.0,80.0,28.0,55.0,54.0
AAPL,2025-03-17,52.4,68.0,20.0,80.0,28.0,55.0,46.0
AAPL,2025-03-18,52.4,68.0,20.0,80.0,28.0,55.0,46.0
AAPL,2025-03-19,50.4,68.0,20.0,68.0,28.0,55.0,54.0
AAPL,2025-03-20,50.0,68.0,20.0,68.0,28.0,55.0,46.0
AAPL,2025-03-21,42.8,52.0,20.0,52.0,28.0,55.0,62.0
AAPL,2025-03-24,42.0,52.0,20.0,52.0,28.0,55.0,46.0
AAPL,2025-03-25,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-03-26,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-03-27,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-03-28,55.5,52.0,80.0,52.0,38.0,55.0,46.0
AAPL,2025-03-31,55.9,52.0,80.0,52.0,38.0,55.0,54.0
AAPL,2025-04-01,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-04-02,55.0,52.0,80.0,52.0,38.0,55.0,35.0
AAPL,2025-04-03,54.2,68.0,20.0,90.0,28.0,45.0,62.0
AAPL,2025-04-04,56.8,82.0,20.0,90.0,15.0,45.0,70.0
AAPL,2025-04-07,56.8,82.0,20.0,90.0,15.0,45.0,70.0
AAPL,2025-04-08,56.4,82.0,20.0,90.0,15.0,45.0,62.0
AAPL,2025-04-09,46.2,52.0,20.0,68.0,38.0,38.0,70.0
AAPL,2025-04-10,50.6,68.0,20.0,68.0,38.0,38.0,62.0
AAPL,2025-04-11,42.2,52.0,20.0,52.0,38.0,38.0,54.0
AAPL,2025-04-14,42.2,52.0,20.0,52.0,38.0,38.0,54.0
AAPL,2025-04-15,53.2,52.0,80.0,52.0,38.0,38.0,35.0
AAPL,2025-04-16,52.8,52.0,80.0,52.0,38.0,28.0,46.0
AAPL,2025-04-17,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-21,50.8,52.0,80.0,52.0,28.0,28.0,35.0
AAPL,2025-04-22,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-23,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-24,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-25,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-28,52.2,52.0,80.0,52.0,38.0,28.0,35.0
AAPL,2025-04-29,49.5,52.0,80.0,38.0,38.0,28.0,35.0
AAPL,2025-04-30,49.5,52.0,80.0,38.0,38.0,28.0,35.0
AAPL,2025-05-01,50.0,52.0,80.0,38.0,38.0,28.0,46.0
AAPL,2025-05-02,56.5,52.0,80.0,52.0,53.0,38.0,54.0
AAPL,2025-05-05,57.1,52.0,80.0,52.0,60.0,38.0,46.0
AAPL,2025-05-06,57.1,52.0,80.0,52.0,60.0,38.0,46.0
AAPL,2025-05-07,62.1,52.0,80.0,68.0,72.0,38.0,46.0
AAPL,2025-05-08,44.8,52.0,20.0,52.0,47.0,55.0,46.0
AAPL,2025-05-09,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AAPL,2025-05-12,53.4,42.0,80.0,38.0,60.0,55.0,54.0
AAPL,2025-05-13,53.0,42.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-05-14,53.0,42.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-05-15,53.0,42.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-05-16,56.4,52.0,80.0,38.0,60.0,55.0,54.0
AAPL,2025-05-19,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AAPL,2025-05-20,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AAPL,2025-05-21,57.2,52.0,80.0,52.0,47.0,55.0,54.0
AAPL,2025-05-22,46.7,52.0,20.0,68.0,38.0,55.0,46.0
AAPL,2025-05-23,54.3,68.0,20.0,80.0,38.0,55.0,54.0
AAPL,2025-05-27,43.9,52.0,20.0,52.0,38.0,55.0,54.0
AAPL,2025-05-28,43.5,52.0,20.0,52.0,38.0,55.0,46.0
AAPL,2025-05-29,43.5,52.0,20.0,52.0,38.0,55.0,46.0
AAPL,2025-05-30,43.9,52.0,20.0,52.0,38.0,55.0,54.0
AAPL,2025-06-02,44.3,52.0,20.0,52.0,47.0,55.0,35.0
AAPL,2025-06-03,45.8,52.0,20.0,52.0,53.0,55.0,46.0
AAPL,2025-06-04,45.8,52.0,20.0,52.0,53.0,55.0,46.0
AAPL,2025-06-05,46.2,52.0,20.0,52.0,53.0,55.0,54.0
AAPL,2025-06-06,58.8,52.0,80.0,52.0,60.0,55.0,46.0
AAPL,2025-06-09,58.2,52.0,80.0,52.0,53.0,55.0,54.0
AAPL,2025-06-10,56.9,52.0,80.0,52.0,38.0,65.0,54.0
AAPL,2025-06-11,48.1,52.0,20.0,68.0,38.0,65.0,54.0
AAPL,2025-06-12,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AAPL,2025-06-13,50.1,52.0,20.0,80.0,38.0,65.0,46.0
AAPL,2025-06-16,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AAPL,2025-06-17,50.1,52.0,20.0,80.0,38.0,65.0,46.0
AAPL,2025-06-18,47.7,52.0,20.0,68.0,38.0,65.0,46.0
AAPL,2025-06-20,46.6,52.0,20.0,52.0,47.0,65.0,62.0
AAPL,2025-06-23,59.2,52.0,80.0,52.0,53.0,65.0,54.0
AAPL,2025-06-24,59.2,52.0,80.0,52.0,53.0,65.0,54.0
AAPL,2025-06-25,58.8,52.0,80.0,52.0,53.0,65.0,46.0
AAPL,2025-06-26,58.8,52.0,80.0,52.0,53.0,65.0,46.0
AAPL,2025-06-27,59.2,52.0,80.0,52.0,53.0,65.0,54.0
AAPL,2025-06-30,51.1,42.0,80.0,25.0,53.0,65.0,62.0
AAPL,2025-07-01,58.8,42.0,80.0,60.0,60.0,65.0,54.0
AAPL,2025-07-02,55.8,32.0,80.0,60.0,60.0,65.0,54.0
AAPL,2025-07-03,54.9,32.0,80.0,60.0,60.0,65.0,35.0
AAPL,2025-07-07,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AAPL,2025-07-08,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AAPL,2025-07-09,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AAPL,2025-07-10,51.4,42.0,80.0,25.0,60.0,65.0,46.0
AAPL,2025-07-11,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AAPL,2025-07-14,56.8,42.0,80.0,52.0,60.0,65.0,46.0
AAPL,2025-07-15,56.8,42.0,80.0,52.0,60.0,65.0,46.0
AAPL,2025-07-16,56.8,42.0,80.0,52.0,60.0,65.0,46.0
AAPL,2025-07-17,56.8,42.0,80.0,52.0,60.0,65.0,46.0
AAPL,2025-07-18,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AAPL,2025-07-21,55.0,42.0,80.0,38.0,60.0,75.0,46.0
AAPL,2025-07-22,54.0,42.0,80.0,38.0,60.0,65.0,46.0
AAPL,2025-07-23,55.0,42.0,80.0,38.0,60.0,75.0,46.0
AAPL,2025-07-24,55.0,42.0,80.0,38.0,60.0,75.0,46.0
AAPL,2025-07-25,55.0,42.0,80.0,38.0,60.0,75.0,46.0
AAPL,2025-07-28,55.0,42.0,80.0,38.0,60.0,75.0,46.0
AAPL,2025-07-29,48.2,52.0,20.0,52.0,53.0,75.0,54.0
AAPL,2025-07-30,51.0,52.0,20.0,68.0,53.0,75.0,46.0
AAPL,2025-07-31,53.2,52.0,20.0,80.0,47.0,75.0,62.0
AAPL,2025-08-01,59.1,68.0,20.0,90.0,38.0,75.0,70.0
AAPL,2025-08-04,58.3,68.0,20.0,90.0,38.0,75.0,54.0
AAPL,2025-08-05,55.9,68.0,20.0,80.0,38.0,75.0,46.0
AAPL,2025-08-06,44.6,42.0,20.0,52.0,53.0,65.0,62.0
AAPL,2025-08-07,55.2,32.0,80.0,60.0,60.0,55.0,62.0
AAPL,2025-08-08,51.0,18.0,80.0,60.0,60.0,55.0,62.0
AAPL,2025-08-11,50.6,18.0,80.0,60.0,60.0,55.0,54.0
AAPL,2025-08-12,50.2,18.0,80.0,60.0,60.0,55.0,46.0
AAPL,2025-08-13,52.4,18.0,80.0,60.0,72.0,55.0,54.0
AAPL,2025-08-14,45.0,18.0,80.0,25.0,72.0,55.0,46.0
AAPL,2025-08-15,43.2,18.0,80.0,25.0,60.0,55.0,46.0
AAPL,2025-08-18,49.5,32.0,80.0,38.0,60.0,55.0,35.0
AAPL,2025-08-19,49.5,32.0,80.0,38.0,60.0,55.0,35.0
AAPL,2025-08-20,55.2,42.0,80.0,52.0,60.0,55.0,35.0
AAPL,2025-08-21,55.2,42.0,80.0,52.0,60.0,55.0,35.0
AAPL,2025-08-22,55.2,42.0,80.0,52.0,60.0,55.0,35.0
AAPL,2025-08-25,43.2,42.0,20.0,52.0,60.0,55.0,35.0
AAPL,2025-08-26,43.8,42.0,20.0,52.0,60.0,55.0,46.0
AAPL,2025-08-27,45.0,42.0,20.0,52.0,72.0,55.0,35.0
AAPL,2025-08-28,39.2,32.0,20.0,38.0,72.0,55.0,35.0
AAPL,2025-08-29,42.6,32.0,20.0,52.0,72.0,55.0,46.0
AAPL,2025-09-02,45.6,42.0,20.0,52.0,72.0,55.0,46.0
AAPL,2025-09-03,45.4,18.0,80.0,25.0,72.0,55.0,54.0
AAPL,2025-09-04,52.0,18.0,80.0,60.0,72.0,55.0,46.0
AAPL,2025-09-05,51.6,18.0,80.0,60.0,60.0,65.0,54.0
AAPL,2025-09-08,48.8,32.0,80.0,25.0,60.0,65.0,54.0
AAPL,2025-09-09,57.2,42.0,80.0,52.0,60.0,65.0,54.0
AAPL,2025-09-10,49.9,52.0,20.0,68.0,47.0,65.0,62.0
AAPL,2025-09-11,46.2,52.0,20.0,52.0,47.0,65.0,54.0
AAPL,2025-09-12,44.2,42.0,20.0,52.0,53.0,65.0,54.0
AAPL,2025-09-15,41.0,42.0,20.0,38.0,53.0,65.0,46.0
AAPL,2025-09-16,42.4,42.0,20.0,38.0,60.0,65.0,54.0
AAPL,2025-09-17,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AAPL,2025-09-18,42.0,42.0,20.0,38.0,60.0,65.0,46.0
AAPL,2025-09-19,56.6,32.0,80.0,60.0,60.0,65.0,70.0
AAPL,2025-09-22,52.8,18.0,80.0,60.0,72.0,55.0,62.0
AAPL,2025-09-23,52.0,18.0,80.0,60.0,72.0,55.0,46.0
AAPL,2025-09-24,49.2,32.0,80.0,25.0,72.0,55.0,46.0
AAPL,2025-09-25,45.0,18.0,80.0,25.0,72.0,55.0,46.0
AAPL,2025-09-26,47.4,32.0,80.0,25.0,60.0,55.0,46.0
AAPL,2025-09-29,49.5,32.0,80.0,38.0,60.0,55.0,35.0
AAPL,2025-09-30,51.2,32.0,80.0,38.0,72.0,55.0,35.0
AAPL,2025-10-01,50.0,32.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-10-02,45.8,18.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-10-03,45.8,18.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-10-06,50.0,32.0,80.0,38.0,60.0,55.0,46.0
AAPL,2025-10-07,37.5,32.0,20.0,38.0,60.0,55.0,35.0
AAPL,2025-10-08,40.2,32.0,20.0,38.0,72.0,65.0,35.0
AAPL,2025-10-09,46.0,42.0,20.0,52.0,72.0,65.0,35.0
AAPL,2025-10-10,47.2,52.0,20.0,52.0,60.0,55.0,54.0
AAPL,2025-10-13,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AAPL,2025-10-14,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AAPL,2025-10-15,46.2,52.0,20.0,52.0,60.0,55.0,35.0
AAPL,2025-10-16,50.0,52.0,20.0,68.0,60.0,55.0,46.0
AAPL,2025-10-17,44.2,42.0,20.0,52.0,53.0,65.0,54.0
AAPL,2025-10-20,36.1,32.0,20.0,25.0,53.0,65.0,62.0
AAPL,2025-10-21,36.8,32.0,20.0,25.0,60.0,65.0,54.0
AAPL,2025-10-22,41.0,42.0,20.0,38.0,53.0,65.0,46.0
AAPL,2025-10-23,53.0,42.0,80.0,38.0,53.0,65.0,46.0
AAPL,2025-10-24,50.3,42.0,80.0,25.0,53.0,65.0,46.0
AAPL,2025-10-27,55.8,32.0,80.0,60.0,60.0,65.0,54.0
AAPL,2025-10-28,48.4,32.0,80.0,25.0,60.0,65.0,46.0
AAPL,2025-10-29,48.8,32.0,80.0,25.0,60.0,65.0,54.0
AAPL,2025-10-30,45.0,18.0,80.0,25.0,60.0,65.0,62.0
AAPL,2025-10-31,51.8,32.0,80.0,38.0,60.0,65.0,62.0
AAPL,2025-11-03,51.4,32.0,80.0,38.0,60.0,65.0,54.0
AAPL,2025-11-04,51.4,32.0,80.0,38.0,60.0,65.0,54.0
AAPL,2025-11-05,51.0,32.0,80.0,38.0,60.0,65.0,46.0
